sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,priors_count_cat,c_days_from_compas,c_charge_degree,two_year_recid
Male,29,25 - 45,African-American,0,0,0,0,None,1,F,0
Female,28,25 - 45,African-American,0,0,0,1,Low,43,F,1
Male,36,25 - 45,Caucasian,0,0,0,6,Moderate,131,F,1
Male,28,25 - 45,African-American,0,0,1,5,Moderate,1,M,1
Male,33,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,43,25 - 45,Caucasian,0,0,0,4,Moderate,0,M,1
Male,45,Greater than 45,Hispanic,0,0,0,1,Low,1,M,1
Male,32,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,0
Female,35,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,23,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,41,25 - 45,Hispanic,0,0,0,1,Low,1,M,1
Male,25,25 - 45,Other,20,0,0,24,High,1,F,0
Male,35,25 - 45,Hispanic,0,1,0,12,High,1,F,1
Male,25,25 - 45,African-American,0,0,0,4,Moderate,0,F,0
Male,69,Greater than 45,Caucasian,0,0,0,6,Moderate,1,F,0
Male,24,Less than 25,Asian,0,0,0,0,None,1,M,1
Male,21,Less than 25,African-American,0,0,0,3,Low,38,F,0
Male,28,25 - 45,Hispanic,0,0,0,0,None,1,F,1
Male,47,Greater than 45,African-American,0,0,0,23,High,1,F,0
Male,59,Greater than 45,Other,0,0,0,1,Low,9,F,1
Male,29,25 - 45,African-American,0,1,0,13,High,0,F,0
Male,36,25 - 45,Caucasian,0,0,0,14,High,38,F,0
Male,26,25 - 45,African-American,0,0,0,9,High,1,F,0
Male,31,25 - 45,Other,0,0,0,0,None,1,M,1
Male,32,25 - 45,African-American,0,0,0,8,High,0,F,0
Female,27,25 - 45,Caucasian,0,0,0,3,Low,121,F,0
Male,28,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,48,Greater than 45,Caucasian,0,0,0,1,Low,1,M,0
Male,23,Less than 25,Caucasian,0,0,0,2,Low,232,F,0
Male,44,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,42,25 - 45,African-American,0,0,0,7,High,1,M,1
Male,39,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Female,46,Greater than 45,Hispanic,0,0,0,2,Low,1,F,1
Male,55,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,27,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Female,31,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,32,25 - 45,Caucasian,0,0,2,6,Moderate,0,M,1
Male,36,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,21,Less than 25,African-American,0,0,0,3,Low,0,F,0
Male,39,25 - 45,Caucasian,0,0,0,2,Low,1,M,1
Female,26,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,28,25 - 45,African-American,0,0,0,8,High,1,F,0
Male,67,Greater than 45,Caucasian,0,0,0,2,Low,5,M,0
Female,22,Less than 25,Other,0,0,0,0,None,1,F,1
Male,37,25 - 45,Caucasian,0,0,0,3,Low,1,M,1
Male,23,Less than 25,African-American,0,0,0,2,Low,1,M,0
Female,49,Greater than 45,African-American,0,0,0,14,High,1,M,0
Male,32,25 - 45,Caucasian,0,0,0,9,High,0,M,0
Male,41,25 - 45,Caucasian,0,0,0,9,High,1,M,1
Male,25,25 - 45,African-American,0,0,0,1,Low,1,M,1
Female,57,Greater than 45,Caucasian,0,0,0,3,Low,475,F,1
Male,58,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,44,25 - 45,African-American,2,0,0,19,High,17,M,0
Male,28,25 - 45,African-American,0,0,0,1,Low,1,F,1
Female,39,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,54,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,21,Less than 25,Hispanic,0,0,0,0,None,1,M,0
Male,43,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,31,25 - 45,African-American,0,0,0,5,Moderate,0,M,1
Male,30,25 - 45,African-American,4,1,0,11,High,0,F,1
Male,27,25 - 45,Caucasian,0,1,3,4,Moderate,1,M,0
Male,28,25 - 45,African-American,0,0,0,0,None,1,M,0
Male,24,Less than 25,African-American,0,0,0,0,None,1,M,1
Male,43,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,44,25 - 45,African-American,0,0,0,10,High,7,M,0
Male,51,Greater than 45,African-American,0,0,0,4,Moderate,45,F,1
Male,24,Less than 25,Hispanic,0,0,0,11,High,15,F,0
Male,31,25 - 45,African-American,0,0,0,1,Low,40,F,1
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,26,25 - 45,African-American,2,1,0,8,High,85,M,0
Male,36,25 - 45,Caucasian,0,0,0,5,Moderate,1,M,0
Male,27,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,24,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,66,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Female,36,25 - 45,Caucasian,0,0,1,3,Low,0,F,1
Male,53,Greater than 45,Hispanic,0,0,0,9,High,1,F,0
Male,23,Less than 25,Caucasian,0,0,0,1,Low,0,F,0
Female,22,Less than 25,African-American,0,0,0,0,None,1,M,0
Male,25,25 - 45,Hispanic,0,0,1,1,Low,1,F,1
Male,56,Greater than 45,African-American,0,0,0,4,Moderate,1,F,1
Male,29,25 - 45,Native American,0,0,0,1,Low,187,F,1
Male,29,25 - 45,Caucasian,0,0,0,10,High,94,F,0
Male,51,Greater than 45,Asian,0,0,0,1,Low,1,F,0
Female,58,Greater than 45,African-American,0,0,0,3,Low,1,M,1
Male,24,Less than 25,Caucasian,0,1,2,3,Low,0,M,1
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,39,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,20,Less than 25,Hispanic,0,0,0,3,Low,1,F,0
Male,46,Greater than 45,Caucasian,0,0,0,10,High,1,F,0
Male,38,25 - 45,Caucasian,0,0,0,1,Low,27,F,0
Male,23,Less than 25,Caucasian,0,0,0,0,None,0,M,0
Male,39,25 - 45,Other,0,0,0,6,Moderate,1,F,1
Male,25,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,31,25 - 45,African-American,0,0,0,19,High,1,F,0
Female,25,25 - 45,African-American,0,0,0,1,Low,1,M,0
Male,26,25 - 45,African-American,0,0,0,6,Moderate,1,F,1
Male,25,25 - 45,African-American,0,0,1,2,Low,1,F,1
Male,37,25 - 45,Caucasian,0,0,0,11,High,0,F,0
Male,36,25 - 45,African-American,0,0,0,0,None,3,F,1
Male,26,25 - 45,African-American,0,0,0,1,Low,1,F,0
Male,21,Less than 25,Other,0,2,0,3,Low,1,F,0
Male,35,25 - 45,African-American,0,0,0,7,High,24,F,0
Male,22,Less than 25,African-American,0,0,0,2,Low,1,F,0
Male,25,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,24,Less than 25,Caucasian,0,0,0,0,None,1,M,1
Male,36,25 - 45,Hispanic,0,0,0,0,None,7,M,1
Male,24,Less than 25,African-American,0,0,0,2,Low,1,M,0
Male,21,Less than 25,African-American,0,0,1,0,None,1,F,0
Male,32,25 - 45,Caucasian,2,0,1,15,High,1,F,0
Male,33,25 - 45,African-American,0,0,0,2,Low,1,M,0
Male,33,25 - 45,African-American,0,0,0,10,High,0,F,0
Female,23,Less than 25,African-American,0,0,0,4,Moderate,20,M,0
Male,29,25 - 45,Caucasian,0,0,0,0,None,3,M,1
Male,50,Greater than 45,Caucasian,0,0,0,8,High,1,F,1
Male,32,25 - 45,Caucasian,0,0,0,5,Moderate,15,F,0
Male,33,25 - 45,African-American,0,0,0,14,High,1,F,0
Male,37,25 - 45,African-American,0,1,0,13,High,1,F,0
Male,27,25 - 45,African-American,0,0,0,9,High,1,F,0
Male,27,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,52,Greater than 45,African-American,0,0,0,21,High,207,F,0
Male,21,Less than 25,Hispanic,0,0,0,1,Low,1,M,0
Male,58,Greater than 45,African-American,0,0,0,1,Low,1,F,1
Male,27,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Male,28,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Male,28,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Female,31,25 - 45,Caucasian,0,0,0,0,None,5,M,1
Male,30,25 - 45,Caucasian,0,1,0,11,High,69,F,0
Male,24,Less than 25,African-American,0,0,0,3,Low,1,M,1
Male,26,25 - 45,African-American,0,0,0,6,Moderate,0,F,0
Male,43,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,31,25 - 45,African-American,0,0,1,2,Low,44,F,0
Male,22,Less than 25,African-American,0,0,0,3,Low,1,F,0
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,42,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,34,25 - 45,African-American,0,0,0,0,None,1774,M,0
Male,30,25 - 45,African-American,0,3,0,18,High,1,M,1
Male,29,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,38,25 - 45,Caucasian,0,0,0,2,Low,0,F,0
Male,26,25 - 45,Caucasian,0,0,1,3,Low,4,M,1
Female,25,25 - 45,Hispanic,0,0,0,4,Moderate,107,F,0
Male,51,Greater than 45,African-American,0,0,0,5,Moderate,523,M,1
Male,36,25 - 45,Other,0,0,0,0,None,1,M,1
Male,62,Greater than 45,Hispanic,0,0,0,0,None,3,M,1
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,34,25 - 45,African-American,0,0,0,7,High,1,F,0
Male,35,25 - 45,African-American,0,0,0,1,Low,1320,M,1
Male,22,Less than 25,Caucasian,0,0,0,0,None,0,F,1
Male,29,25 - 45,African-American,0,0,0,10,High,1,M,0
Male,40,25 - 45,African-American,0,0,0,0,None,3,F,1
Male,36,25 - 45,African-American,0,0,0,2,Low,0,F,1
Male,26,25 - 45,African-American,0,0,0,8,High,0,F,0
Male,25,25 - 45,African-American,0,0,0,1,Low,23,F,0
Male,69,Greater than 45,Caucasian,0,0,0,0,None,3,M,1
Male,27,25 - 45,African-American,0,1,0,1,Low,1,F,1
Male,20,Less than 25,Caucasian,0,0,0,0,None,0,F,0
Male,27,25 - 45,African-American,0,0,0,1,Low,2,F,1
Female,24,Less than 25,African-American,0,0,0,6,Moderate,1,M,1
Male,42,25 - 45,Caucasian,0,0,0,0,None,7,F,1
Male,25,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,46,Greater than 45,Caucasian,0,0,0,1,Low,37,F,0
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,21,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,30,25 - 45,African-American,0,0,0,1,Low,0,M,1
Male,46,Greater than 45,Caucasian,0,0,0,9,High,1,M,1
Male,26,25 - 45,African-American,0,0,0,2,Low,0,M,1
Male,33,25 - 45,African-American,0,0,0,0,None,0,F,0
Male,40,25 - 45,African-American,0,0,0,1,Low,2,M,1
Male,34,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,22,Less than 25,Caucasian,0,0,0,1,Low,1,F,0
Male,28,25 - 45,Hispanic,0,0,0,3,Low,1,M,1
Male,31,25 - 45,African-American,0,0,0,4,Moderate,1,M,0
Male,59,Greater than 45,Caucasian,0,0,0,3,Low,0,M,0
Male,37,25 - 45,Native American,0,0,0,0,None,1,F,1
Male,50,Greater than 45,African-American,0,0,0,0,None,1,F,1
Female,21,Less than 25,Other,0,0,0,2,Low,69,F,0
Male,57,Greater than 45,African-American,0,0,0,8,High,1,F,0
Male,31,25 - 45,African-American,0,0,0,5,Moderate,1,M,1
Female,51,Greater than 45,African-American,0,0,0,1,Low,1259,M,1
Male,44,25 - 45,African-American,0,0,0,9,High,28,F,1
Male,48,Greater than 45,African-American,0,0,0,5,Moderate,1,F,0
Female,25,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,51,Greater than 45,African-American,0,0,0,5,Moderate,4984,M,1
Male,50,Greater than 45,Caucasian,0,0,0,0,None,1,F,0
Male,57,Greater than 45,Caucasian,0,0,0,2,Low,11,F,1
Male,55,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,59,Greater than 45,African-American,0,0,0,4,Moderate,2,F,0
Female,42,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,20,Less than 25,Hispanic,2,0,0,2,Low,21,F,0
Male,58,Greater than 45,African-American,0,0,0,16,High,47,F,1
Male,21,Less than 25,Other,0,0,0,0,None,1,F,1
Male,32,25 - 45,African-American,0,0,0,21,High,1,F,0
Female,24,Less than 25,Hispanic,0,0,0,0,None,0,M,1
Male,42,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,29,25 - 45,African-American,0,0,0,8,High,0,F,0
Male,21,Less than 25,African-American,0,0,0,1,Low,1,F,1
Male,31,25 - 45,Caucasian,0,0,0,1,Low,356,M,0
Male,56,Greater than 45,Hispanic,0,0,0,8,High,330,M,1
Male,58,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,22,Less than 25,African-American,0,0,1,1,Low,0,F,0
Male,46,Greater than 45,Caucasian,0,0,0,1,Low,1,M,0
Male,50,Greater than 45,Caucasian,0,0,0,0,None,0,M,0
Male,46,Greater than 45,African-American,0,0,0,2,Low,1,F,1
Female,44,25 - 45,African-American,0,1,0,11,High,1,F,0
Male,35,25 - 45,African-American,0,0,0,4,Moderate,1,M,1
Male,30,25 - 45,African-American,0,1,0,14,High,1,F,0
Male,42,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,46,Greater than 45,African-American,0,0,0,5,Moderate,1,F,0
Male,42,25 - 45,African-American,0,0,0,0,None,0,F,0
Male,37,25 - 45,African-American,0,0,0,12,High,74,F,1
Male,29,25 - 45,Caucasian,0,0,0,7,High,1,F,0
Male,32,25 - 45,African-American,0,0,1,8,High,1,F,1
Male,31,25 - 45,Other,0,0,0,5,Moderate,1,F,1
Female,33,25 - 45,African-American,0,0,0,1,Low,1,M,1
Male,25,25 - 45,Caucasian,0,0,0,4,Moderate,1,F,1
Female,33,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,21,Less than 25,Hispanic,0,0,0,1,Low,1,F,1
Female,64,Greater than 45,Caucasian,0,0,0,7,High,536,M,1
Male,35,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Male,56,Greater than 45,African-American,0,0,0,1,Low,22,F,1
Male,38,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Female,40,25 - 45,African-American,0,0,0,4,Moderate,1,M,1
Male,34,25 - 45,African-American,0,0,0,3,Low,105,F,1
Male,28,25 - 45,African-American,0,0,1,4,Moderate,1,F,1
Male,51,Greater than 45,African-American,0,0,0,0,None,1,M,1
Male,35,25 - 45,African-American,0,0,0,2,Low,1,M,1
Male,61,Greater than 45,African-American,0,0,0,5,Moderate,13,F,1
Male,25,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,25,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,26,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,42,25 - 45,Caucasian,0,0,0,1,Low,1,M,1
Female,25,25 - 45,African-American,0,0,0,1,Low,10,F,1
Male,26,25 - 45,African-American,0,1,0,13,High,207,M,0
Male,31,25 - 45,African-American,0,0,0,9,High,1,F,1
Male,35,25 - 45,Caucasian,0,0,1,1,Low,1,F,1
Female,41,25 - 45,African-American,0,0,0,4,Moderate,247,F,0
Male,34,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,46,Greater than 45,Caucasian,0,0,0,5,Moderate,93,M,1
Female,33,25 - 45,Caucasian,0,0,0,1,Low,1,M,1
Male,30,25 - 45,African-American,0,0,1,3,Low,1,F,1
Female,50,Greater than 45,African-American,0,0,0,7,High,1,M,1
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,31,25 - 45,Hispanic,0,0,0,16,High,1,F,0
Male,31,25 - 45,African-American,0,0,0,2,Low,1,F,0
Female,23,Less than 25,African-American,0,0,0,0,None,1,M,1
Male,25,25 - 45,African-American,0,0,0,1,Low,0,F,1
Female,24,Less than 25,Caucasian,0,0,0,1,Low,1,F,1
Male,31,25 - 45,African-American,0,0,0,13,High,1,M,0
Male,60,Greater than 45,African-American,0,0,0,0,None,1,F,1
Male,30,25 - 45,African-American,0,0,0,2,Low,1,F,1
Female,32,25 - 45,Other,0,0,0,0,None,1,M,1
Male,46,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,21,Less than 25,Caucasian,0,0,1,0,None,1,M,0
Male,28,25 - 45,African-American,4,0,0,6,Moderate,497,M,1
Male,35,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,34,25 - 45,Hispanic,0,0,0,2,Low,1,F,0
Male,41,25 - 45,Asian,0,0,0,2,Low,1,F,0
Female,40,25 - 45,African-American,0,0,0,7,High,33,M,1
Male,23,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,23,Less than 25,African-American,0,0,0,3,Low,1,F,0
Male,28,25 - 45,African-American,0,0,0,2,Low,0,M,1
Male,21,Less than 25,Hispanic,0,0,0,0,None,1,F,0
Male,46,Greater than 45,Caucasian,0,0,1,2,Low,1,M,1
Male,56,Greater than 45,African-American,0,0,0,1,Low,1,F,1
Male,41,25 - 45,African-American,0,0,0,19,High,71,F,1
Male,40,25 - 45,Hispanic,0,0,0,8,High,1,F,0
Male,30,25 - 45,Hispanic,0,0,0,5,Moderate,1,F,0
Male,24,Less than 25,African-American,0,0,0,1,Low,1,M,0
Male,25,25 - 45,African-American,0,0,1,7,High,47,F,1
Female,33,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,48,Greater than 45,Caucasian,0,0,0,2,Low,1,M,1
Male,33,25 - 45,African-American,0,0,0,11,High,1,F,0
Male,25,25 - 45,Hispanic,0,0,0,0,None,1,F,1
Male,25,25 - 45,Caucasian,0,0,0,6,Moderate,189,F,0
Male,58,Greater than 45,African-American,0,0,0,38,High,112,F,0
Male,30,25 - 45,African-American,0,1,1,7,High,1,F,0
Male,37,25 - 45,Hispanic,0,0,0,0,None,1,F,0
Female,43,25 - 45,Caucasian,0,0,0,7,High,21,F,1
Male,32,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,33,25 - 45,Other,0,0,0,3,Low,1,F,1
Male,39,25 - 45,Other,0,1,0,4,Moderate,31,F,0
Male,49,Greater than 45,Caucasian,0,0,0,4,Moderate,16,F,1
Male,24,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,26,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,42,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,22,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,36,25 - 45,Hispanic,0,0,0,0,None,0,F,1
Male,29,25 - 45,Caucasian,0,0,1,7,High,1,M,0
Male,39,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,27,25 - 45,African-American,0,2,1,13,High,0,F,0
Male,38,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,20,Less than 25,Caucasian,0,0,0,0,None,0,F,0
Male,25,25 - 45,African-American,2,0,0,4,Moderate,1,F,0
Male,53,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Female,27,25 - 45,African-American,0,0,0,0,None,1,M,0
Male,21,Less than 25,Other,0,0,0,0,None,1,F,0
Male,50,Greater than 45,Caucasian,0,0,0,1,Low,1,M,0
Male,41,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Male,34,25 - 45,African-American,0,0,0,4,Moderate,219,F,0
Male,22,Less than 25,Caucasian,0,0,2,5,Moderate,2,F,0
Male,22,Less than 25,Caucasian,0,0,2,0,None,1,F,0
Male,25,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,42,25 - 45,African-American,0,0,0,1,Low,1,F,0
Female,27,25 - 45,Caucasian,0,0,0,2,Low,34,F,1
Male,51,Greater than 45,Other,0,0,0,2,Low,1,F,1
Male,33,25 - 45,African-American,0,0,0,23,High,1,F,0
Male,24,Less than 25,African-American,0,0,1,0,None,1,F,1
Male,37,25 - 45,African-American,0,0,0,4,Moderate,0,F,1
Male,37,25 - 45,Caucasian,0,0,0,0,None,3,M,1
Female,27,25 - 45,Other,0,0,0,0,None,1,M,1
Male,21,Less than 25,Other,0,0,0,0,None,1,F,1
Male,35,25 - 45,African-American,0,0,0,1,Low,0,F,0
Female,24,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,21,Less than 25,Other,1,0,0,1,Low,113,F,1
Male,49,Greater than 45,Caucasian,0,0,0,2,Low,1,M,1
Male,38,25 - 45,African-American,0,0,0,9,High,4,F,1
Male,61,Greater than 45,Other,0,0,0,0,None,1,M,1
Female,30,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,22,Less than 25,African-American,0,0,0,3,Low,1,F,1
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,0
Female,30,25 - 45,Hispanic,0,0,0,3,Low,1,M,0
Male,52,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,26,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,26,25 - 45,Other,0,0,0,0,None,1,M,1
Male,29,25 - 45,African-American,0,1,0,6,Moderate,55,F,1
Male,45,Greater than 45,Caucasian,0,0,0,9,High,1,F,0
Male,20,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,29,25 - 45,African-American,0,0,0,4,Moderate,2,F,1
Male,43,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Male,26,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Female,46,Greater than 45,African-American,0,0,0,4,Moderate,0,F,1
Female,46,Greater than 45,African-American,0,0,0,0,None,1,F,1
Male,39,25 - 45,Caucasian,0,0,0,8,High,56,F,1
Male,29,25 - 45,African-American,0,0,0,12,High,1,F,0
Male,41,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,29,25 - 45,African-American,0,0,1,11,High,1,F,0
Female,25,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,23,Less than 25,African-American,1,0,0,2,Low,1,F,1
Female,46,Greater than 45,African-American,0,0,0,1,Low,245,F,0
Male,30,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,34,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,70,Greater than 45,Caucasian,0,0,0,11,High,13,F,0
Male,52,Greater than 45,Caucasian,0,0,0,2,Low,1,F,1
Male,51,Greater than 45,African-American,0,0,0,4,Moderate,26,M,1
Female,45,Greater than 45,Native American,0,0,0,15,High,1,F,0
Male,55,Greater than 45,African-American,0,0,0,21,High,1,F,0
Female,49,Greater than 45,Caucasian,0,0,0,1,Low,1,F,1
Female,26,25 - 45,African-American,0,0,0,9,High,13,M,0
Female,47,Greater than 45,Caucasian,0,0,0,0,None,0,F,1
Male,27,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,25,25 - 45,Caucasian,0,2,0,5,Moderate,3,M,0
Male,21,Less than 25,African-American,0,1,0,1,Low,0,F,0
Male,37,25 - 45,African-American,0,0,1,26,High,1,F,0
Male,21,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,21,Less than 25,African-American,0,0,0,0,None,2,F,1
Male,25,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Female,27,25 - 45,African-American,0,0,0,3,Low,1,F,0
Male,30,25 - 45,Caucasian,0,0,0,3,Low,1,F,0
Male,70,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,37,25 - 45,Caucasian,0,0,0,11,High,1,F,0
Male,46,Greater than 45,African-American,0,0,0,5,Moderate,0,F,0
Male,40,25 - 45,Other,0,0,0,4,Moderate,1,M,0
Male,20,Less than 25,African-American,1,0,0,1,Low,123,F,0
Male,43,25 - 45,African-American,0,0,0,18,High,1,F,0
Male,38,25 - 45,African-American,0,0,0,15,High,1,F,1
Male,29,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,37,25 - 45,African-American,0,0,0,8,High,0,M,0
Male,38,25 - 45,Hispanic,0,0,0,3,Low,21,F,1
Female,27,25 - 45,Caucasian,0,0,0,0,None,4,F,1
Female,20,Less than 25,Other,0,0,0,0,None,1,M,0
Male,44,25 - 45,Hispanic,0,0,0,0,None,0,M,1
Male,31,25 - 45,Caucasian,0,0,0,6,Moderate,1,M,1
Male,29,25 - 45,African-American,0,0,0,3,Low,1,F,0
Male,48,Greater than 45,Caucasian,0,0,0,13,High,96,F,0
Female,30,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,25,25 - 45,Caucasian,0,0,0,2,Low,25,F,0
Male,40,25 - 45,African-American,0,0,0,3,Low,1,F,1
Female,49,Greater than 45,Caucasian,0,0,0,3,Low,226,F,1
Male,33,25 - 45,Caucasian,0,0,0,1,Low,1,M,1
Male,26,25 - 45,Caucasian,0,0,0,5,Moderate,1,F,0
Male,31,25 - 45,Hispanic,0,1,0,1,Low,0,M,1
Male,61,Greater than 45,Caucasian,0,0,0,1,Low,1,M,1
Male,30,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,62,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Female,27,25 - 45,Caucasian,0,0,0,4,Moderate,13,M,0
Male,48,Greater than 45,Caucasian,0,0,0,9,High,1,F,1
Female,40,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,24,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,30,25 - 45,African-American,0,0,0,4,Moderate,1,M,0
Male,63,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,46,Greater than 45,Hispanic,0,0,0,0,None,399,M,1
Male,33,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Female,21,Less than 25,African-American,1,0,0,1,Low,79,F,0
Male,43,25 - 45,Caucasian,0,0,0,0,None,5,M,0
Male,26,25 - 45,African-American,0,0,0,3,Low,1,F,0
Male,51,Greater than 45,African-American,0,0,0,1,Low,17,F,1
Male,39,25 - 45,Caucasian,0,0,0,3,Low,1,F,0
Female,30,25 - 45,Hispanic,0,0,0,0,None,1,M,0
Male,32,25 - 45,African-American,0,0,0,14,High,1,F,0
Male,22,Less than 25,African-American,0,0,0,0,None,2,M,1
Male,59,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,38,25 - 45,African-American,0,5,0,37,High,1,M,0
Male,23,Less than 25,African-American,0,0,0,2,Low,1,F,1
Male,42,25 - 45,African-American,0,0,0,0,None,0,M,0
Male,20,Less than 25,African-American,1,0,0,1,Low,37,F,0
Male,38,25 - 45,African-American,0,0,0,2,Low,0,F,0
Female,34,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Female,36,25 - 45,African-American,0,0,0,7,High,1,F,0
Male,35,25 - 45,Caucasian,0,0,0,7,High,86,F,0
Male,36,25 - 45,African-American,0,0,0,0,None,1,M,0
Male,31,25 - 45,African-American,0,0,0,1,Low,15,F,1
Female,28,25 - 45,African-American,0,0,0,3,Low,1,F,0
Male,28,25 - 45,African-American,0,0,0,1,Low,0,F,0
Male,60,Greater than 45,Caucasian,0,0,0,3,Low,120,F,1
Male,43,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,40,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,31,25 - 45,African-American,0,2,0,15,High,1,F,0
Male,54,Greater than 45,African-American,0,0,0,6,Moderate,1,F,0
Male,26,25 - 45,African-American,0,0,0,1,Low,624,F,1
Male,24,Less than 25,African-American,0,0,0,17,High,1,F,0
Male,41,25 - 45,Hispanic,0,0,0,0,None,3,F,0
Male,21,Less than 25,African-American,0,0,1,1,Low,1,F,0
